Hip|HD|BayerFlamsteed|ProperName
||Sol|Sol
  5717|  7299||
  5737|  7344| 86Zet Psc| 
  5741|  7377||
  5742|  7318| 85Phi Psc| 
  5743|  7345| 86Zet Psc| 
  5745|  7455||
  5754|  7376||
  5763| ||
  5764|  7398||
  5765|  7334||
  5768|  7252||
  5772|  7351|          | 
  5778|  7374| 87    Psc| 
  5784|  7284||
  5794|  7516||
  5795|  7384||
  5799|  7439| 37    Cet| 
  5806|  7449||
  5812| || 
  5813|  7349||
  5822|  7582||
  5824|  7446| 88    Psc| 
  5829|  7331||
  5833|  7476| 38    Cet| 
  5840|  7495||
  5842|  7693|| 
  5862|  7570|   Nu  Phe| 
  5878|  7511||
  5886|  7551||
  5895|  7678||
  5896|  7788|   Kap Tuc| 
  5898|  7564||
  5906|  7550||
  5907|  7629||
  5912|  7507||
  5913|  7458||
  5914|  7561||
  5926|  7389|          | 
  5927|  7706||
  5928|  6319|          | 
  5936|  7578|          | 
  5938|  7661||
  5939|  7546|          | 
  5942|  7615||
  5943|  7858||
  5944|  7590||
  5947|  7238|          | 
  5950|  7406||
  5951|  7672| 39    Cet| 
  5957| || 
  5962|  7767||
  5965| ||
  5970| ||
  5977|  7659||
  5985|  7727||
  5992|  7916|          | 
  5993|  7647|          | 
  6000|  7736||
  6005| || 
  6008| ||
  6010|  7669||
  6013|  7763||
  6022|  7775||
  6025|  7724|          | 
  6027|  7636||
  6036|  7772||
  6037|  7808|| 
  6039|  7974||
  6047|  7722||
  6048|  7812||
  6057|  7666||
  6060|  7710||
  6061|  7804| 89    Psc| 
  6064|  7694||
  6065|  8025||
  6069| || 
  6076|  7934||
  6075| || 
  6087|  7758|          | 
  6093|  7733||
  6097| || 
  6099|  7665||
  6102|  7799||
  6108|  7908||
  6118|  7824||
  6130|  7895|| 
  6133|  7646||
  6137|  8001||
  6139|  7655||
  6140|  7853|          | 
  6144|  7864||
  6162|  7862||
  6167|  7471||
  6175|  7623||
  6177|  8049||
  6183|  8094||
  6188|  7991||
  6193|  7964| 90Ups Psc| 
  6198|  7505||
  6206|  8076||
  6207|  8106||
  6221|  8241||
  6226|  8036| 42    Cet| 
  6229|  7902||
  6234|  8071||
  6235|  8178||
  6237|  8070||
  6241|  8007||
  6242|  7927| 34Phi Cas| 
  6243|  8103||
  6250|  7978||
  6253|  8214||
  6256|  8353||
  6257|  8130||
  6259|  8016||
  6261|  7732|          | 
  6267|  8144||
  6271|  8224||
  6272|  8121|          | 
  6273|  8129||
  6276| ||
  6278| || 
  6283|  8120|          | 
  6285|  8004||
  6287|  8027||
  6288|  8142||
  6290| ||
  6289|  8110||
  6302|  8153||
  6309|  8100||
  6311|  8053||
  6312|  8003| 35    Cas| 
  6315|  8126| 91    Psc| 
  6327|  8151||
  6331|  8202||
  6333|  8296||
  6334|  8187||
  6336|  8315||
  6339| ||
  6342| ||
  6344| || 
  6347|  7926||
  6348|  8305||
  6351| || 
  6358|  8294||
  6365| || 
  6369|  8437||
  6371|  8160||
  6376|  8250||
  6377|  8519||
  6378|  7925|          | 
  6379|  7924|| 
  6384|  8248||
  6385|  7851||
  6390|  8326|| 
  6393|  8351||
  6400|  8230||
  6401|  8209||
  6405|  8262||
  6411|  8207| 46Xi  And| 
  6412|  8463||
  6413|  8275||
  6414| ||
  6416|  8302||
  6418|  8391||
  6427|  8350|          | 
  6429|  8335| 43    Cet| 
  6431| ||
  6432|  8334|          | 
  6440|  8410||
  6439|  8321||
  6441|  8333||
  6442|  8331||
  6451|  8356||
  6453|  8320||
  6454|  8357|| 
  6455|  8406||
  6456|  8389|| 
  6457|  8449||
  6462|  8379||
  6477|  8474||
  6480|  8346||
  6481|  8317||
  6483| ||
  6485|  8558||
  6486|  8272|          | 
  6487|  8447||
  6492|  8388|          | 
  6494|  8813||
  6502|  8498|          | 
  6507|  8487||
  6512|  8375|          | 
  6514|  8374| 47    And| 
  6515|  8534||
  6522|  8065|          | 
  6527|  8442||
  6537|  8512| 45The Cet| 
  6539|  8511| 44    Cet| 
  6547|  8226||
  6551|  8581||
  6558| ||
  6560|  8441||
  6564|  8556|          | 
  6567| ||
  6568|  8452||
  6571|  8397||
  6575|  8467||
  6589|  8589|          | 
  6591|  8629||
  6592|  8651|          | 
  6595|  8681|          | 
  6605|  8599|          | 
  6606|  8600||
  6607|  8638||
  6613|  8553|| 
  6614|  8587||
  6624|  8627||
  6626| || 
  6631|  8810|          | 
  6639| ||
  6643|  8574||
  6649|  8626||
  6651|  8787||
  6653|  8648||
  6660| ||
  6669|  8634|          | 
  6670|  8705| 46    Cet| 
  6679|  8686||
  6682|  8594||
  6685|  8424|          | 
  6686|  8538| 37Del Cas| 
  6687|  8713||
  6690|  8728||
  6692|  8491| 36Psi Cas| 
  6693|  8821||
  6695|  8703||
  6699|  8767||
  6702|  8673|          | 
  6705| ||
  6706|  8723| 93Rho Psc| 
  6709|  8672||
  6711|  8671|          | 
  6714|  8733||
  6717|  8779|          | 
  6721|  8832||
  6732|  8763| 94    Psc| 
  6733|  8710||
  6736|  8747||
  6744|  8859||
  6748|  8829| 47    Cet| 
  6751|  8803|          | 
  6760|  8901||
  6759|  8879|          | 
  6762|  8828||
  6769|  8866||
  6771|  8887||
  6773|  8791||
  6776|  8774|          | 
  6786|  8815||
  6789|  8896||
  6791|  8895||
  6794|  8801|          | 
  6795|  8912||
  6796| ||
  6797|  8877||
  6799|  8963||
  6811|  8701||
  6812|  9163||
  6813|  8799| 48Ome And| 
  6815|  8875||
  6819|  8847||
  6822|  8921|          | 
  6823|  8837|          | 
  6835|  8959||
  6840|  8943||
  6842|  8975||
  6843|  8973||
  6849|  8957||
  6856|  9054||
  6858|  8862||
  6859|  8972||
  6861|  9067||
  6862|  8909||
  6867|  9053|   Gam Phe| 
  6868|  8949|          | 
  6869|  8941||
  6878|  8907||
  6886|  9231||
  6888|  9065|          | 
  6890| ||
  6897|  9063||
  6899|  9085||
  6909|  9061||
  6911|  8929||
  6913|  7585||
  6914|  8730||
  6915|  9024||
  6917|  8997|| 
  6925|  8996||
  6927|  8906||
  6939|  9033||
  6943|  8995||
  6952|  9184|          | 
  6957|  9101||
  6958|  9207||
  6960|  9132| 48    Cet| 
  6965|  9118||
  6966|  9071||
  6971|  9151||
  6974|  8928||
  6975|  9091||
  6978|  9070||
  6979|  8965||
  6981|  9100| 97    Psc| 
  6984|  9139||
  6999|  9057| 49    And| 
  7007|  9138| 98Mu  Psc| 
  7013|  9022||
  7015|  9293||
  7016|  9228|          | 
  7018|  9246||
  7034|  9172||
  7037|  9106||
  7050|  9030|          | 
  7058| ||
  7057|  9137||
  7059|  9261||
  7076|  9279||
  7078|  9021| 38    Cas| 
  7083|  9362|   Del Phe| 
  7082|  9477||
  7086|  9378||
  7090|  9224||
  7095|  9223||
  7097|  9270| 99Eta Psc| 
  7100|  9349||
  7108|  9336||
  7113|  9315||
  7114|  9499||
  7115|  9414|          | 
  7116|  9337||
  7117|  9307||
  7118|  9377|          | 
  7125|  9335||
  7133|  9388||
  7140|  9359||
  7143|  9312||
  7147|  9298|          | 
  7148|  9411||
  7156|  9371||
  7157|  9304||
  7158|  9421||
  7166|  9166||
  7170| || 
  7182|  9165||
  7183|  9528||
  7189|  9544|          | 
  7192|  9250||
  7201|  9370||
  7213|  9525|          | 
  7222|  9484|          | 
  7228| ||
  7231| 10062||
  7232|  9311||
  7235|  9540|| 
  7243|  9496||
  7244|  9472||
  7247|  9354||
  7251|  9352|          | 
  7253|  9366||
  7254|  9619|| 
  7255|  9493||
  7261|  9329||
  7262|  9443||
  7271| 10042|          | 
  7276|  9562|          | 
  7283|  5914|          | 
  7287| ||
  7289|  9500||
  7290|  9734||
  7294|  9408| 39Chi Cas| 
  7296| ||
  7298|  9798||
  7309|  9650||
  7321|  9531|          | 
  7327|  9733||
  7330|  9692||
  7333| ||
  7338| ||
  7339|  9407|| 
  7344|  9585||
  7345|  9672| 49    Cet| 
  7346| ||
  7354|  9671||
  7357|  9670||
  7358|  9639||
  7359|  9640|          | 
  7361|  9742|          | 
  7362|  9690||
  7363|  9731||
  7364|  9656||
  7366|  9657||
  7370|  9616||
  7372|  9770|| 
  7382|  9716||
  7387|  9896|          | 
  7392| ||
  7396|  9796||
  7399|  9604||
  7400|  9546||
  7401|  9590||
  7404|  9782||
  7413|  9454||
  7419|  9635||
  7420| || 
  7421|  9714||
  7425| ||
  7426| 10004||
  7429|  9934||
  7436|  9766|101    Psc| 
  7439|  9728||
  7443|  9895||
  7444|  9712|          | 
  7446|  9847||
  7447|  9780|          | 
  7450|  9856| 50    Cet| 
  7456|  9817||
  7457|  9709||
  7463|  9906|   Tau Scl| 
  7467|  9905||
  7483|  9747||
  7486|  9614||
  7493|  9746|          | 
  7494|  9723||
  7500| ||
  7502|  9882||
  7505|  9889||
  7506| 10052|          | 
  7511|  9800||
  7513|  9826| 50Ups And| 
  7514| 10019||
  7515|  9737||
  7517|  9961||
  7535|  9919|102Pi  Psc| 
  7539| 10002|| 
  7549|  9958||
  7554| || 
  7557|  9612|          | 
  7559|  9812||
  7560| 10693||
  7563|  9839||
  7564|  9939||
  7568| 11025|          | 
  7574| 10049||
  7576| 10008||
  7580| 10009|          | 
  7585|  9986||
  7588| 10144|   Alp Eri|Achernar
  7589|  9901||
  7593|  9811||
  7597| 10024||
  7599| 10180||
  7601| 10800|          | 
  7607|  9927| 51    And| 
  7610| 10121||
  7617|  9900|          | 
  7625|  9878||
  7626| ||
  7628| 10162||
  7632| 10057||
  7636| 10015||
  7637| 10870||
  7639| 10100||
  7643| 10142|          | 
  7646| || 
  7649| 10167||
  7650|  9774| 40    Cas| 
  7651|  9996|          | 
  7655| || 
  7656| 10291||
  7658| 10045||
  7661| 10149||
  7668| 10006||
  7669| 10116||
  7670|  9911||
  7673| 10241|          | 
  7676| 10161|          | 
  7679| 10148|          | 
  7680| 10056||
  7687| 10166||
  7697|  9973||
  7699| 10269||
  7700| 10074||
  7702| 10240||
  7708| 10095||
  7709| 10113||
  7710| 10135||
  7711| 10209||
  7713| 10031||
  7719| 10072| 52Chi And| 
  7721| 10216||
  7733| 10126||
  7734| 10086||
  7740| 10164|105    Psc| 
  7742| 10268||
  7743| || 
  7744| 10013||
  7745| 10063||
  7748| ||
  7749| 10237||
  7751| 10360|          |p Eridani
  7753| 10372||
  7757| 10254||
  7759| 10226||
  7765| 10182||
  7767| 10132||
  7775| 10155||
  7776| ||
  7778| 10358||
  7779| 10232||
  7785| 10109||
  7786| 10110|          | 
  7793| 10169||
  7794| ||
  7799| 10278||
  7812| 10107||
  7813|  9653||
  7817| ||
  7818| 10205| 53Tau And| 
  7819| 10262||
  7822| 10370||
  7825| 10204|          | 
  7829| ||
  7830| 10261||
  7832| 10315||
  7846|  9899||
  7855| 10211||
  7858| ||
  7860| 10337||
  7861| 10309||
  7866| 10447||
  7874| 10308|          | 
  7879| 10859|   Tau1Hyi| 
  7883| 10379||
  7884| 10380|106Nu  Psc| 
  7886| 10481|          | 
  7902| 10145|| 
  7906| 10348|          | 
  7911| 10553|          | 
  7916| 10453|          | 
  7918| 10307|          | 
  7921| 10615|          | 
  7930| ||
  7939| 10260|          | 
  7941| 10538|          | 
  7943| 10390|          | 
  7944| 10363||
  7949| 10195||
  7955| 10537|   Pi  Scl| 
  7956| 10222||
  7961| 10519||
  7963| 10293|          | 
  7965| 10221| 43    Cas| 
  7969| 10439||
  7978| 10647|          | 
  7981| 10476|107    Psc| 
  7983| 10530||
  7986| 10572||
  7987| 10502||
  7989| 10332||
  7990| 10678||
  7991| 10438||
  7994| 10450||
  7999| 10550|          | 
  8008| ||
  8014| || 
  8016| 10250| 42    Cas| 
  8018| 11359||
  8019| 10387||
  8020| 10362|          | 
  8034| 10465||
  8035| 10720||
  8038| ||
  8039| 10611||
  8043| || 
  8044| 10486|          | 
  8046| 10425| 44    Cas| 
  8051| || 
  8052| 10437||
  8063| 10498||
  8066| 10497||
  8067| ||
  8068| 10516|   Phi Per| 
  8069| ||
  8070| 10436|| 
  8078| 10619||
  8081| 10495||
  8082| 10259||
  8086| 10588|          | 
  8093| 10546||
  8094| 10658|          | 
  8102| 10700| 52Tau Cet| 
  8106| 10494||
  8108| 10577||
  8109| 10556||
  8110| 10668||
  8115| 10543|          | 
  8122| 10638||
  8123| 10617||
  8127| 10597|          | 
  8128| 10753||
  8132| 10840||
  8134| 10698||
  8135| 10762||
  8138| 10649||
  8143| 10725||
  8145| 10344||
  8148| 10587|          | 
  8159| 10697|109    Psc| 
  8160| 10778||
  8164| 10524||
  8173| 10743||
  8178| 10777||
  8190| ||
  8195| ||
  8196| 10776||
  8198| 10761|110Omi Psc| 
  8199| 11185||
  8209| 10830|   Eps Scl| 
  8210| 10783||
  8211| 10795||
  8220| ||
  8224| ||
  8225| 10809||
  8230| 10824|          | 
  8233| 10863|          | 
  8240| 10934|          | 
  8241| 10939|          | 
  8257| 10773||
  8271| 10845|          | 
  8273| 11234||
  8275| 10853|| 
  8288| 10757||
  8296| 10920||
  8302| 10908||
  8306| 10894||
  8318| 10958||
  8320| 11022|          | 
  8321| 10806||
  8344| 11058||
  8346| 11020|| 
  8347| 10998||
  8357| 10852||
  8361| ||
  8362| 10780|          | 
  8366| 11604|   Tau2Hyi| 
  8369| 11050|          | 
  8370| 10874|          | 
  8382| || 
  8387| 10982|  4    Ari| 
  8398| 11112|| 
  8399| 10995||
  8404| 11037|          | 
  8415| 10898||
  8417| 11100||
  8421| 11080||
  8423| 10975|          | 
  8429| 11049||
  8433| 11007|          | 
  8453| ||
  8454| 11088||
  8475| 11031|          | 
  8480| 11183|          | 
  8486| 11131|| 
  8489| ||
  8490| 11079||
  8497| 11171| 53Chi Cet| 
  8498| 11264||
  8499| 11864||
  8512| 11394||
  8514| 11262|          | 
  8519| 10648||
  8524| 11170||
  8525| 10790||
  8526| 11249||
  8543| 11130||
  8544| 11154|  1    Ari| 
  8547| 11399||
  8548| 11226||
  8549| 11247||
  8552| 11332|          | 
  8561| 11440||
  8582|236890||
  8588| 11257|          | 
  8591| 11202||
  8593| 11413|          | 
  8598| 11151|          | 
  8602| 11439||
  8609| 11188||
  8618| 11224||
  8619| 11285||
  8622| 11284||
  8624| 10733||
  8625| 11379||
  8626| 11092||
  8631| ||
  8641| 11421||
  8642| 11437||
  8643| 11187||
  8645| 11353| 55Zet Cet| 
  8650| 11339||
  8653| 11352||
  8661| 11351||
  8663| 11252||
  8664| 11365||
  8672| 11389||
  8687| ||
  8688| 11396||
  8689| 11326||
  8690| 10971||
  8691| || 
  8694| 11459||
  8701| 12110||
  8704| 11241|  1    Per| 
  8708| 11386||
  8709| || 
  8714| 11291|  2    Per| 
  8718| 11363||
  8728| ||
  8734| 11348||
  8751| 11733||
  8753| ||
  8759| 11489||
  8768| 11507|| 
  8771| 11335|          | 
  8775| ||
  8778| 11522|          | 
  8796| 11443|  2Alp Tri| 
  8798| 11505||
  8804| 11453||
  8805| 11430||
  8814| 11428| 55    And| 
  8820| 11643|          | 
  8824| 11629||
  8825| ||
  8826| 11418||
  8827| 11520||
  8830| 11608||
  8832| 11502|  5Gam2Ari| 
  8833| 11559|111Xi  Psc| 
  8836| 11558||
  8837| 11695|   Psi Phe| 
  8847| 11408|          | 
  8856| 11451||
  8859| 11592||
  8865| ||
  8866| 12121||
  8867| 11373|| 
  8870| 11809||
  8878| 11347||
  8881| 11683||
  8882| 11753|   Phi Phe| 
  8883| 11640||
  8886| 11415| 45Eps Cas| 
  8888| 11637||
  8896| 11395||
  8902| 11579||
  8903| 11636|  6Bet Ari| 
  8908| 11160||
  8911| 11607||
  8914| 11571||
  8916| 11673||
  8922| 11613|          | 
  8928| 11977|   Eta2Hyi| 
  8929| 11544||
  8930| 11624|          | 
  8934| 11555||
  8936| 11785||
  8938| 11671||
  8946| ||
  8957| 11944||
  8958| ||
  8962| 11316||
  8972| ||
  8976| 13121||
  8979| 11053||
  8980| 11606||
  8983| 11995|          | 
  8984| 11658||
  8985| 11956||
  8986| 11736||
  8987| 11938||
  8990| 11854||
  8991| 12363|   Sig Hyi| 
  8993| 11763|  7    Ari| 
  8995| 12087||
  8998| 11803|          | 
  9001| 11727|          | 
  9007| 11937|   Chi Eri| 
  9009| 11529| 46Ome Cas| 
  9011| 11719||
  9014| 11150||
  9021| 11749| 56    And| 
  9022| 11965||
  9037| 11669||
  9042| 11570||
  9044| 12058|| 
  9045| 11780||
  9049| 11943||
  9052| 12681||
  9054| 11735||
  9059| ||
  9061| 11930| 56    Cet| 
  9067| ||
  9073| 11850||
  9077| 11773||
  9078| 12362||
  9085| 12042|          | 
  9086| 11975||
  9092| 11993||
  9094| 11964|| 
  9095| 12055|          | 
  9097| 11609||
  9099| 11952||
  9110| 11909|  8Iot Ari| 
  9112| 12040||
  9127| 11997||
  9132| 11928|          | 
  9141| 12039||
  9147| 11588||
  9149| 12270|          | 
  9151| 11907||
  9153| 11973|  9Lam Ari| 
  9158| 11905|          | 
  9163| 11884||
  9165| 12020||
  9166| 11962||
  9169| 11883||
  9171| 11961||
  9172| 11926||
  9188| 11860||
  9187| ||
  9207| 12135|          | 
  9209| 12157||
  9220| 11857|          | 
  9222| 11949|  3    Per| 
  9236| 12311|   Alp Hyi| 
  9237| 12116||
  9239| 12007||
  9242| 11755||
  9248| 12082||
  9249| 12155||
  9254| 12215||
  9258| 12180||
  9269| 12051|| 
  9275| || 
  9277| 12178||
  9278| 11874||
  9283| 12101||
  9285| 12206||
  9291| || 
  9295| 12140|          | 
  9296| 12268||
  9300| 12204||
  9307| 12139|          | 
  9308| 12452||
  9312| 11946|          | 
  9313| 12296|          | 
  9314| 11996||
  9318| 12477|          | 
  9320| 12100||
  9326| 12255| 57    Cet| 
  9327| 12073||
  9343| 12203||
  9347| 12274| 59Ups Cet| 
  9349| 12264||
  9353| 12235|112    Psc| 
  9355| 12233||
  9358| 12262||
  9359| 12131||
  9362| 12431||
  9363| 12175||
  9368| 12252||
  9372| 12292|          | 
  9374| 12388||
  9381| 12387||
  9388| 11844||
  9392| 12369||
  9398| ||
  9400| 13060||
  9403| 12112||
  9404| 12345||
  9406| 12328||
  9414| 12951||
  9435| 12306||
  9437| 12634||
  9438| 12245||
  9440| 12438|   Pi  For| 
  9449| 12367||
  9452| 12354||
  9459| 12524|   Chi Phe| 
  9463| ||
  9469| 12680||
  9470| 12390||
  9472| 12853||
  9473| 12414||
  9480| 12111| 48    Cas| 
  9481| 12208||
  9487| 12446|113Alp Psc| 
  9488| || 
  9492| 12413||
  9493| 12402||
  9494| 12013||
  9502| 12619||
  9505| 12303|  4    Per| 
  9508| 12352||
  9517| 12456||
  9519| 12484||
  9521| 12563|          | 
  9533| 12479|          | 
  9534| 12561||
  9537| 12483||
  9540| 12851||
  9553| 12617||
  9560| ||
  9562| 12596||
  9563| 12538||
  9564| 12279| 52    Cas| 
  9568| 12005|          | 
  9569| 12512||
  9570| 12471|  3Eps Tri| 
  9571| 12712||
  9572| 12583|          | 
  9573| 12301| 53    Cas| 
  9576| 12536||
  9583| 12424||
  9586| 12173|          | 
  9589| 12573| 60    Cet| 
  9598| 12216| 50    Cas| 
  9599| ||
  9603| ||
  9607| ||
  9608| 12535||
  9616| 12627||
  9621| 12558| 10    Ari| 
  9622| 12642|          | 
  9627| 12594|          | 
  9629| 12724||
  9631| 12641| 61    Cet| 
  9639| 12685||
  9640| 12533| 57Gam1And| 
  9642| 12759|| 
  9647| 12640||
  9655| 12702||
  9656| 12518||
  9659| 12482||
  9669| 12638||
  9677| 12767|   Nu  For| 
  9683| 12661||
  9685| 12894||
  9686| 12992||
  9690| 12468|          | 
  9692| 12754||
  9701| 12776||
  9706| 12730||
  9709| 12721||
  9711| ||
  9716| 12786|| 
  9718| 12736||
  9720| 12509||
  9723| 12591||
  9724| || 
  9727| 12230| 47    Cas| 
  9737| 12835||
  9738| 12834||
  9742| 12783||
  9748| 12773||
  9749| || 
  9753| ||
  9754| 12675||
  9762| ||
  9763| 12339| 49    Cas| 
  9764| ||
  9768| 12979||
  9769| 12873||
  9773| 13220||
  9774| 12889||
  9785| 12814||
  9786| || 
  9788| ||
  9800| 12751||
  9802| 12441||
  9805| 12741||
  9807| 12901||
  9809| 12872|          | 
  9812| 12986||
  9813| 12909||
  9819| 12944||
  9825| 13109||
  9827| 12923|          | 
  9828| 12886||
  9829| 12846||
  9836| 12869| 12Kap Ari| 
  9851| 12868||
  9856| 12942||
  9858| 12884||
  9859| 12885| 11    Ari| 
  9862| 13004||
  9864| 12897||
  9865| 12974||
  9870| 13263||
  9875| 12998||
  9884| 12929| 13Alp Ari|Hamal
  9897| 12954||
  9902| 13246||
  9911| 13043|| 
  9920| ||
  9924| 13018||
  9926| 13042||
  9948| 13057||
  9951| 13218||
  9955| 13168||
  9963| 13055||
  9965| 13091||
  9966| 13141||
  9972| ||
  9977| 13041| 58    And| 
  9981| 13155||
  9983| 13013|          | 
  9989| ||
  9990| 12953|          | 
  9999| 13215|          | 
 10015| 13278||
 10028| 13077||
 10029| 13260||
 10031| 12800||
 10033| 13228||
 10035| 13336|          | 
 10037| || 
 10043| 13276||
 10047| 13227||
 10050| 13201|          | 
 10053| 13174| 14    Ari| 
 10054| 12467|          | 
